"SerialNumber","DeviceName"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"MJ02Q4HT","ROMMJ02Q4HT-K"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
